chrom	start	end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr21	14406381	14411874	ukb24310_c21_b720_v1.chunk2	file-J15Y9G0JYb5QkZZ9BFFkP4JF	file-J15Y9J8JYb5XfGBJB50XX9K5	file-J15Y9JQJYb5zQQ0zjgK9b708	file-J15Y9JjJYb5b3gfJVGj2vyyP
chr21	14511639	14519989	ukb24310_c21_b725_v1.chunk3	file-J15YFbQJYb5xZ37Zf9Bb87y7	file-J15YFgQJYb5pgp0003vvyF4y	file-J15YFgjJYb5YjqFz9gXzQYq5	file-J15YFj0JYb5Q87K9yZq0yqZK
chr21	14896187	14899995	ukb24310_c21_b744_v1.chunk4	file-J15Xk38Jf1vvk099j6917ggY	file-J15Xk48Jf1vZ905PGkbYb2Q6	file-J15Xk4QJf1vbPyx2KQp99667	file-J15Xk4jJf1vZ905PGkbYb2QQ
chr21	15076223	15079999	ukb24310_c21_b753_v1.chunk4	file-J15XkG8Jf1vbPyx2KQp9967Z	file-J15XkJ8Jf1vy56g9f8ZBV9pq	file-J15XkJQJf1vVk2p4k9zk5XpF	file-J15XkJjJf1vyqFbZXfVF3Kx3
chr21	14776410	14780000	ukb24310_c21_b738_v1.chunk4	file-J15XpyQJf1vpfzgp6ygpG4f7	file-J15XpzjJf1vpgp0003vvxgb4	file-J15Xq00Jf1vvQQyPXV26zF2J	file-J15Xq08Jf1vvQQyPXV26zF2Y
chr21	14814891	14819999	ukb24310_c21_b740_v1.chunk4	file-J15Xv10Jf1vb3gfJVGj2vq4Y	file-J15Xv28Jf1vXfGBJB50XVXx0	file-J15Xv2QJf1vZJ9F0QJZJjkgz	file-J15Xv2jJf1vzQQ0zjgK9ZPgG
chr21	14771062	14776409	ukb24310_c21_b738_v1.chunk3	file-J15Xxp0Jf1vkGkP1Gj1837Fx	file-J15Xxq8Jf1vgxj5q2kYXPK08	file-J15XxqjJf1vgxj5q2kYXPK0G	file-J15Xxv8Jf1vffQzbzJGk4YVb
chr21	15060001	15065158	ukb24310_c21_b753_v1.chunk1	file-J15XxpjJf1vffQzbzJGk4YVV	file-J15XxvQJf1vZVxJ68pfkb7Kv	file-J15XxvjJf1vp2bjzfXxX44kf	file-J15Xxx0Jf1vx2BVV75jzj5V9
chr21	14808901	14814886	ukb24310_c21_b740_v1.chunk3	file-J15XxqQJf1vkJ33VJxGygG12	file-J15Xxx0Jf1vvgXBqF8Jz79ff	file-J15Xxx8Jf1vpgp0003vvy5j0	file-J15XxxQJf1vpgp0003vvy5j4
chr21	14765823	14771055	ukb24310_c21_b738_v1.chunk2	file-J15Xy3jJf1vYjqFz9gXzQVFQ	file-J15Xy70Jf1vYjqFz9gXzQVGQ	file-J15Xy7QJf1vYjqFz9gXzQVGp	file-J15Xy7jJf1vYjqFz9gXzQVGv
chr21	14760001	14765821	ukb24310_c21_b738_v1.chunk1	file-J15Xy40Jf1vpgp0003vvy5kf	file-J15Xy7QJf1vy56g9f8ZBXqVk	file-J15Xy7jJf1vZ6J0g1gVJ0Fxk	file-J15Xy80Jf1vZ6J0g1gVJ0Fy1
chr21	14960001	14966008	ukb24310_c21_b748_v1.chunk1	file-J15Xy40Jf1vx86jyPg82z3KB	file-J15Xy7jJf1vj2KGfq3Vj2FFy	file-J15Xy80Jf1vfPp1YXB4jB9PZ	file-J15Xy88Jf1vqzY4YXp332vGY
chr21	15085834	15091596	ukb24310_c21_b754_v1.chunk2	file-J15Xy50Jf1vxyp95Fy7gFVyz	file-J15Xy80Jf1vVk2p4k9zk6qXf	file-J15Xy88Jf1vVk2p4k9zk6qXj	file-J15Xy8QJf1vVGGZ1pgX9YP13
chr21	14800001	14804163	ukb24310_c21_b740_v1.chunk1	file-J15Xy8QJf1vfvfXV3XB806V5	file-J15XyBQJf1vgy205bb9ZvKxy	file-J15XyF8Jf1vjQ8K5vgkfpP38	file-J15XyG0Jf1vVk2p4k9zk6qYK
chr21	15070736	15076204	ukb24310_c21_b753_v1.chunk3	file-J15Xy90Jf1vqzY4YXp332vJ0	file-J15XyFjJf1vVGGZ1pgX9YP26	file-J15XyG8Jf1vkJ33VJxGygzb3	file-J15XyGQJf1vXZyQ1qXP959jB
chr21	14804165	14808900	ukb24310_c21_b740_v1.chunk2	file-J15Xy9jJf1vZVxJ68pfkb7Vx	file-J15XyGQJf1vjQJ5KPv48V9vX	file-J15XyGjJf1vfPp1YXB4jB9VQ	file-J15XyJ0Jf1vqzY4YXp332vKg
chr21	15065159	15070734	ukb24310_c21_b753_v1.chunk2	file-J15Xy9jJf1vjQJ5KPv48V9qQ	file-J15XyGjJf1vy56g9f8ZBXqY3	file-J15XyGjJf1vVGGZ1pgX9YP2f	file-J15XyJ0Jf1vpv38Jx9YxB7ZX
chr21	14966013	14972796	ukb24310_c21_b748_v1.chunk2	file-J15XyfQJf1vjQJ5KPv48V9y1	file-J15XygjJf1vXZyQ1qXP959vz	file-J15Xyj0Jf1vZ6J0g1gVJ0G3v	file-J15Xyj8Jf1vxBBqJQVg3v1jg
chr21	15091597	15100000	ukb24310_c21_b754_v1.chunk3	file-J15Y1j8Jf1vkZPj7b5xY03b8	file-J15Y1p0Jf1vfkjp5GfQGPv31	file-J15Y1p0Jf1vgxj5q2kYXPKbp	file-J15Y1p8Jf1vfkjp5GfQGPv37
chr21	14972798	14979994	ukb24310_c21_b748_v1.chunk3	file-J15Y26jJf1vz9P84Zz0bKK15	file-J15Y288Jf1vvgF3yK29Vxf5K	file-J15Y28QJf1vkJqfQb8Pq5yF5	file-J15Y28jJf1vfKxy0384777vK
chr21	14485907	14491632	ukb24310_c21_b724_v1.chunk2	file-J15XYz8JGPv7bgkPxy06Xjgb	file-J15XZ0QJGPv0pK3fVXzXf4Jg	file-J15XZ0jJGPv0pK3fVXzXf4Jk	file-J15XZ10JGPv0pK3fVXzXf4Jx
chr21	14540001	14545425	ukb24310_c21_b727_v1.chunk1	file-J15Xb30JGPv6kjp5GfQGPgj9	file-J15Xb4QJGPv82KGfq3Vgxz7k	file-J15Xb4jJGPv6Pp1YXB4j6875	file-J15Xb50JGPv6Pp1YXB4j6877
chr21	14545428	14551588	ukb24310_c21_b727_v1.chunk2	file-J15Xbv0JGPvFf59GfKG5PJjb	file-J15XbxjJGPv7F06kXyKzP94Z	file-J15Xby0JGPv9vy6Z7Kfxk9jX	file-J15Xby8JGPvFYyK0G6Gb0VPZ
chr21	14491633	14500000	ukb24310_c21_b724_v1.chunk3	file-J15Xk7QJGPv6fQzbzJGk4X2Q	file-J15Xk98JGPv0k9QYGQKfQ4PQ	file-J15Xk9QJGPvGFf4B9qqXJvgz	file-J15Xk9jJGPv0k9QYGQKfQ4PX
chr21	14551590	14560000	ukb24310_c21_b727_v1.chunk3	file-J15XpbQJGPv6fQzbzJGk4XZV	file-J15Xpg8JGPvP5jV91bpJXZx0	file-J15XpgQJGPvP5jV91bpJXZx4	file-J15XpgjJGPvFq72XggjQ2Zj3
chr21	15000003	15006209	ukb24310_c21_b750_v1.chunk1	file-J15Xb0jJp8zqq72XggjQ2X8v	file-J15Xb2QJp8zQFb9GV62FqGqf	file-J15Xb2QJp8zZzvzJFjk0bK08	file-J15Xb2jJp8zbYX94fZqpzGbB
chr21	15006211	15012186	ukb24310_c21_b750_v1.chunk2	file-J15XbQjJp8zZ2XyQyk4j23Y0	file-J15XbX0Jp8zkp4GV1FPyP7zq	file-J15XbX8Jp8zpv9f33X4545pX	file-J15XbXQJp8zzj548xkgGPV9F
chr21	15031002	15035803	ukb24310_c21_b751_v1.chunk3	file-J15XfF0Jp8zzpgXk217zQ4z1	file-J15XfGQJp8zbX48XvFKbZFQ2	file-J15XfGjJp8zbX48XvFKbZFQ8	file-J15XfJ0Jp8zZ762x7b5J7Jxz
chr21	14825492	14831538	ukb24310_c21_b741_v1.chunk2	file-J15PygjJbJVpv38Jx9Yx4Jj4	file-J15Pyk0JbJVVk2p4k9zjyk55	file-J15Pyk8JbJVvBg6yXkfxPPZ9	file-J15PykQJbJVyqFbZXfVBy5g4
chr21	14860002	14866636	ukb24310_c21_b743_v1.chunk1	file-J15PyxjJbJVyqFbZXfVBy5gP	file-J15Pyz0JbJVyqFbZXfVBy5gV	file-J15Pyz8JbJVXZjVZF7Zk84Q9	file-J15PyzQJbJVyqFbZXfVBy5gY
chr21	14866638	14872712	ukb24310_c21_b743_v1.chunk2	file-J15Pz6QJbJVVGGZ1pgX99v0v	file-J15Pz7jJbJVXZjVZF7Zk84Qg	file-J15Pz80JbJVyqFbZXfVBy5gq	file-J15Pz88JbJVXZjVZF7Zk84Qk
chr21	14900003	14906426	ukb24310_c21_b745_v1.chunk1	file-J15PzBQJbJVy769653xk0PGf	file-J15PzJ0JbJVXZjVZF7Zk84V0	file-J15PzJ8JbJVvBg6yXkfxPPZz	file-J15PzJQJbJVvBg6yXkfxPPb1
chr21	14906428	14912715	ukb24310_c21_b745_v1.chunk2	file-J15PzBQJbJVVGGZ1pgX99v10	file-J15PzJ8JbJVz5jV91bpJG305	file-J15PzJQJbJVXy5kJqyk6vx9k	file-J15PzJjJbJVj3ZB5g33YYbKj
chr21	14945995	14952412	ukb24310_c21_b747_v1.chunk2	file-J15PzFjJbJVVk2p4k9zjyk5j	file-J15PzJjJbJVy769653xk0PGj	file-J15PzK0JbJVVk2p4k9zjyk5p	file-J15PzK8JbJVy56g9f8ZBBkgg
chr21	14985980	14991882	ukb24310_c21_b749_v1.chunk2	file-J15PzV8JbJVy769653xk0PGp	file-J15PzYQJbJVXqQ0f9yv2X7py	file-J15PzYjJbJVfKxy038472q1J	file-J15PzZ0JbJVyQvZ0124k2yz0
chr21	14820001	14825491	ukb24310_c21_b741_v1.chunk1	file-J15PzVjJbJVvBg6yXkfxPPb5	file-J15PzYjJbJVzpgXk217z95XQ	file-J15PzZ0JbJVvgF3yK29VgbK4	file-J15PzZ0JbJVX9JzyFp052P0Q
chr21	14980001	14985970	ukb24310_c21_b749_v1.chunk1	file-J15PzZ0JbJVvFf4B9qqX5X6j	file-J15PzbQJbJVfKxy038472q1X	file-J15PzbjJbJVXqQ0f9yv2X7q1	file-J15Pzf0JbJVvgF3yK29VgbK6
chr21	14940002	14945990	ukb24310_c21_b747_v1.chunk1	file-J15PzfQJbJVXqQ0f9yv2X7q3	file-J15Pzj0JbJVQk9QYGQKf9f91	file-J15Pzj8JbJVXy5kJqyk6vxB3	file-J15Pzj8JbJVf9p73bjVPZBf6
chr21	14912718	14920000	ukb24310_c21_b745_v1.chunk3	file-J15PzvQJbJVf9p73bjVPZBfB	file-J15Pzy0JbJVj357g78ByGXx4	file-J15Pzy0JbJVf9p73bjVPZBfQ	file-J15Pzy8JbJVf9p73bjVPZBfX
chr21	14843671	14849821	ukb24310_c21_b742_v1.chunk2	file-J15Q000JbJVvJ9Bgyjb2gyfk	file-J15Q01QJbJVj357g78ByGXx8	file-J15Q01jJbJVf9p73bjVPZBfZ	file-J15Q020JbJVXy5kJqyk6vxBX
chr21	14872713	14879997	ukb24310_c21_b743_v1.chunk3	file-J15Q070JbJVQkZZ9BFFk4QFj	file-J15Q088JbJVkXkvqZGvzk396	file-J15Q08QJbJVzpgXk217z95Y4	file-J15Q08jJbJVkXkvqZGvzk398
chr21	14840004	14843670	ukb24310_c21_b742_v1.chunk1	file-J15Q0VjJbJVq623yKZqgZpKJ	file-J15Q0Y0JbJVkXkvqZGvzk3Gb	file-J15Q0Y8JbJVppqJQx1Q6PXjj	file-J15Q0YQJbJVyQvZ0124k2z0G
chr21	14849822	14856487	ukb24310_c21_b742_v1.chunk3	file-J15Q0gQJbJVkXkvqZGvzk3Gq	file-J15Q0k0JbJVf9p73bjVPZBj4	file-J15Q0k8JbJVvFf4B9qqX5X9P	file-J15Q0kQJbJVQkZZ9BFFk4QKv
chr21	14952413	14959998	ukb24310_c21_b747_v1.chunk3	file-J15Q1kQJbJVZzvzJFjk0Fz58	file-J15Q1q0JbJVyP147gfFGv2F9	file-J15Q1q8JbJVQpK3fVXzXJVy8	file-J15Q1q8JbJVkGkP1Gj17qYYg
chr21	14991887	14999999	ukb24310_c21_b749_v1.chunk3	file-J15Q2QjJbJVvgXBqF8JyzyPY	file-J15Q2X8JbJVXqQ0f9yv2YP4f	file-J15Q2XQJbJVfKxy038473KpQ	file-J15Q2XjJbJVbk91k3zX44163
chr21	14831542	14840000	ukb24310_c21_b741_v1.chunk3	file-J15Q2v8JbJVXqQ0f9yv2YP53	file-J15Q2xjJbJVgy205bb9ZbgXZ	file-J15Q2y0JbJVvgXBqF8JyzyVJ	file-J15Q2y8JbJVZVxJ68pfkBp3X
